94,Beautiful Girls (1996),Comedy|Drama|Romance,unassigned,00:00:00
95,Broken Arrow (1996),Action|Adventure|Thriller,unassigned,00:00:00
96,In the Bleak Midwinter (1995),Comedy|Drama,unassigned,00:00:00
97,"Hate (Haine, La) (1995)",Crime|Drama,unassigned,00:00:00
98,Shopping (1994),Action|Thriller,unassigned,00:00:00
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,unassigned,00:00:00
100,City Hall (1996),Drama|Thriller,unassigned,00:00:00
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,unassigned,00:00:00
102,Mr. Wrong (1996),Comedy,unassigned,00:00:00
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,unassigned,00:00:00
104,Happy Gilmore (1996),Comedy,unassigned,00:00:00
105,"Bridges of Madison County, The (1995)",Drama|Romance,unassigned,00:00:00
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,unassigned,00:00:00
108,Catwalk (1996),Documentary,unassigned,00:00:00
110,Braveheart (1995),Action|Drama|War,unassigned,00:00:00
111,Taxi Driver (1976),Crime|Drama|Thriller,unassigned,00:00:00
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,unassigned,00:00:00
113,Before and After (1996),Drama|Mystery,unassigned,00:00:00
114,Margaret's Museum (1995),Drama,unassigned,00:00:00
116,Anne Frank Remembered (1995),Documentary,unassigned,00:00:00
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,unassigned,00:00:00
118,If Lucy Fell (1996),Comedy|Romance,unassigned,00:00:00
119,"Steal Big, Steal Little (1995)",Comedy,unassigned,00:00:00
121,"Boys of St. Vincent, The (1992)",Drama,unassigned,00:00:00
122,Boomerang (1992),Comedy|Romance,unassigned,00:00:00
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,unassigned,00:00:00
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,unassigned,00:00:00
125,Flirting With Disaster (1996),Comedy,unassigned,00:00:00
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,unassigned,00:00:00
129,Pie in the Sky (1996),Comedy|Romance,unassigned,00:00:00
130,Angela (1995),Drama,unassigned,00:00:00
131,Frankie Starlight (1995),Drama|Romance,unassigned,00:00:00
132,Jade (1995),Thriller,unassigned,00:00:00
135,Down Periscope (1996),Comedy,unassigned,00:00:00
137,Man of the Year (1995),Documentary,unassigned,00:00:00
140,Up Close and Personal (1996),Drama|Romance,unassigned,00:00:00
141,"Birdcage, The (1996)",Comedy,unassigned,00:00:00
144,"Brothers McMullen, The (1995)",Comedy,unassigned,00:00:00
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,unassigned,00:00:00
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,unassigned,00:00:00
147,"Basketball Diaries, The (1995)",Drama,unassigned,00:00:00
148,"Awfully Big Adventure, An (1995)",Drama,unassigned,00:00:00
149,Amateur (1994),Crime|Drama|Thriller,unassigned,00:00:00
150,Apollo 13 (1995),Adventure|Drama|IMAX,unassigned,00:00:00
151,Rob Roy (1995),Action|Drama|Romance|War,unassigned,00:00:00
152,"Addiction, The (1995)",Drama|Horror,unassigned,00:00:00
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,unassigned,00:00:00
154,Beauty of the Day (Belle de jour) (1967),Drama,unassigned,00:00:00
155,Beyond Rangoon (1995),Adventure|Drama|War,unassigned,00:00:00
156,Blue in the Face (1995),Comedy|Drama,unassigned,00:00:00
157,Canadian Bacon (1995),Comedy|War,unassigned,00:00:00
158,Casper (1995),Adventure|Children,unassigned,00:00:00
159,Clockers (1995),Crime|Drama|Mystery,unassigned,00:00:00
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,unassigned,00:00:00
161,Crimson Tide (1995),Drama|Thriller|War,unassigned,00:00:00
162,Crumb (1994),Documentary,unassigned,00:00:00
163,Desperado (1995),Action|Romance|Western,unassigned,00:00:00
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,unassigned,00:00:00
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,unassigned,00:00:00
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,unassigned,00:00:00
167,Feast of July (1995),Drama,unassigned,00:00:00
168,First Knight (1995),Action|Drama|Romance,unassigned,00:00:00
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,unassigned,00:00:00
170,Hackers (1995),Action|Adventure|Crime|Thriller,unassigned,00:00:00
171,Jeffrey (1995),Comedy|Drama,unassigned,00:00:00
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,unassigned,00:00:00
173,Judge Dredd (1995),Action|Crime|Sci-Fi,unassigned,00:00:00
174,Jury Duty (1995),Comedy,unassigned,00:00:00
175,Kids (1995),Drama,unassigned,00:00:00
176,Living in Oblivion (1995),Comedy,unassigned,00:00:00
177,Lord of Illusions (1995),Horror,unassigned,00:00:00
178,Love & Human Remains (1993),Comedy|Drama,unassigned,00:00:00
179,Mad Love (1995),Drama|Romance,unassigned,00:00:00
180,Mallrats (1995),Comedy|Romance,unassigned,00:00:00
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,unassigned,00:00:00
183,Mute Witness (1994),Comedy|Horror|Thriller,unassigned,00:00:00
184,Nadja (1994),Drama,unassigned,00:00:00
185,"Net, The (1995)",Action|Crime|Thriller,unassigned,00:00:00
186,Nine Months (1995),Comedy|Romance,unassigned,00:00:00
187,Party Girl (1995),Comedy,unassigned,00:00:00
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,unassigned,00:00:00
189,Reckless (1995),Comedy|Fantasy,unassigned,00:00:00
190,Safe (1995),Thriller,unassigned,00:00:00
191,"Scarlet Letter, The (1995)",Drama|Romance,unassigned,00:00:00
193,Showgirls (1995),Drama,unassigned,00:00:00
194,Smoke (1995),Comedy|Drama,unassigned,00:00:00
195,Something to Talk About (1995),Comedy|Drama|Romance,unassigned,00:00:00
196,Species (1995),Horror|Sci-Fi,unassigned,00:00:00
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,unassigned,00:00:00
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,unassigned,00:00:00
200,"Tie That Binds, The (1995)",Thriller,unassigned,00:00:00
201,Three Wishes (1995),Drama|Fantasy,unassigned,00:00:00
202,Total Eclipse (1995),Drama|Romance,unassigned,00:00:00
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,unassigned,00:00:00
204,Under Siege 2: Dark Territory (1995),Action,unassigned,00:00:00
205,Unstrung Heroes (1995),Comedy|Drama,unassigned,00:00:00
206,Unzipped (1995),Documentary,unassigned,00:00:00
207,"Walk in the Clouds, A (1995)",Drama|Romance,unassigned,00:00:00
208,Waterworld (1995),Action|Adventure|Sci-Fi,unassigned,00:00:00
209,White Man's Burden (1995),Drama,unassigned,00:00:00
211,"Browning Version, The (1994)",Drama,unassigned,00:00:00
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,unassigned,00:00:00
214,Before the Rain (Pred dozhdot) (1994),Drama|War,unassigned,00:00:00
215,Before Sunrise (1995),Drama|Romance,unassigned,00:00:00
216,Billy Madison (1995),Comedy,unassigned,00:00:00
217,"Babysitter, The (1995)",Drama|Thriller,unassigned,00:00:00
218,Boys on the Side (1995),Comedy|Drama,unassigned,00:00:00
219,"Cure, The (1995)",Drama,unassigned,00:00:00
220,Castle Freak (1995),Horror,unassigned,00:00:00
222,Circle of Friends (1995),Drama|Romance,unassigned,00:00:00
223,Clerks (1994),Comedy,unassigned,00:00:00
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,unassigned,00:00:00
225,Disclosure (1994),Drama|Thriller,unassigned,00:00:00
227,Drop Zone (1994),Action|Thriller,unassigned,00:00:00
228,Destiny Turns on the Radio (1995),Comedy,unassigned,00:00:00
229,Death and the Maiden (1994),Drama|Thriller,unassigned,00:00:00
230,Dolores Claiborne (1995),Drama|Thriller,unassigned,00:00:00
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,unassigned,00:00:00
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,unassigned,00:00:00
233,Exotica (1994),Drama,unassigned,00:00:00
234,Exit to Eden (1994),Comedy,unassigned,00:00:00
235,Ed Wood (1994),Comedy|Drama,unassigned,00:00:00
236,French Kiss (1995),Action|Comedy|Romance,unassigned,00:00:00
237,Forget Paris (1995),Comedy|Romance,unassigned,00:00:00
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,unassigned,00:00:00
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,unassigned,00:00:00
240,Hideaway (1995),Thriller,unassigned,00:00:00
241,Fluke (1995),Children|Drama,unassigned,00:00:00
242,Farinelli: il castrato (1994),Drama|Musical,unassigned,00:00:00
243,Gordy (1995),Children|Comedy|Fantasy,unassigned,00:00:00
244,Gumby: The Movie (1995),Animation|Children,unassigned,00:00:00
245,The Glass Shield (1994),Crime|Drama,unassigned,00:00:00
246,Hoop Dreams (1994),Documentary,unassigned,00:00:00
247,Heavenly Creatures (1994),Crime|Drama,unassigned,00:00:00
248,Houseguest (1994),Comedy,unassigned,00:00:00
249,Immortal Beloved (1994),Drama|Romance,unassigned,00:00:00
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,unassigned,00:00:00
251,"Hunted, The (1995)",Action,unassigned,00:00:00
252,I.Q. (1994),Comedy|Romance,unassigned,00:00:00
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,unassigned,00:00:00
254,Jefferson in Paris (1995),Drama,unassigned,00:00:00
255,"Jerky Boys, The (1995)",Comedy,unassigned,00:00:00
256,Junior (1994),Comedy|Sci-Fi,unassigned,00:00:00
257,Just Cause (1995),Mystery|Thriller,unassigned,00:00:00
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,unassigned,00:00:00
259,Kiss of Death (1995),Crime|Drama|Thriller,unassigned,00:00:00
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,unassigned,00:00:00
261,Little Women (1994),Drama,unassigned,00:00:00
262,"Little Princess, A (1995)",Children|Drama,unassigned,00:00:00
263,Ladybird Ladybird (1994),Drama,unassigned,00:00:00
264,"Enfer, L' (1994)",Drama,unassigned,00:00:00
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,unassigned,00:00:00
266,Legends of the Fall (1994),Drama|Romance|War|Western,unassigned,00:00:00
267,Major Payne (1995),Comedy,unassigned,00:00:00
268,Little Odessa (1994),Crime|Drama,unassigned,00:00:00
269,My Crazy Life (Mi vida loca) (1993),Drama,unassigned,00:00:00
270,Love Affair (1994),Drama|Romance,unassigned,00:00:00
271,Losing Isaiah (1995),Drama,unassigned,00:00:00
272,"Madness of King George, The (1994)",Comedy|Drama,unassigned,00:00:00
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,unassigned,00:00:00
274,Man of the House (1995),Comedy,unassigned,00:00:00
275,Mixed Nuts (1994),Comedy,unassigned,00:00:00
276,Milk Money (1994),Comedy|Romance,unassigned,00:00:00
277,Miracle on 34th Street (1994),Drama,unassigned,00:00:00
278,Miami Rhapsody (1995),Comedy,unassigned,00:00:00
279,My Family (1995),Drama,unassigned,00:00:00
280,Murder in the First (1995),Drama|Thriller,unassigned,00:00:00
281,Nobody's Fool (1994),Comedy|Drama|Romance,unassigned,00:00:00
282,Nell (1994),Drama,unassigned,00:00:00
283,New Jersey Drive (1995),Crime|Drama,unassigned,00:00:00
285,Beyond Bedlam (1993),Drama|Horror,unassigned,00:00:00
287,Nina Takes a Lover (1994),Comedy|Romance,unassigned,00:00:00
288,Natural Born Killers (1994),Action|Crime|Thriller,unassigned,00:00:00
289,Only You (1994),Comedy|Romance,unassigned,00:00:00
290,Once Were Warriors (1994),Crime|Drama,unassigned,00:00:00
291,Poison Ivy II (1996),Drama|Thriller,unassigned,00:00:00
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,unassigned,00:00:00
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,unassigned,00:00:00
294,"Perez Family, The (1995)",Comedy|Romance,unassigned,00:00:00
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,unassigned,00:00:00
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,unassigned,00:00:00
299,Priest (1994),Drama,unassigned,00:00:00
300,Quiz Show (1994),Drama,unassigned,00:00:00
301,Picture Bride (Bijo photo) (1994),Drama|Romance,unassigned,00:00:00
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,unassigned,00:00:00
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,unassigned,00:00:00
304,Roommates (1995),Comedy|Drama,unassigned,00:00:00
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,unassigned,00:00:00
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,unassigned,00:00:00
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,unassigned,00:00:00
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,unassigned,00:00:00
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,unassigned,00:00:00
312,Stuart Saves His Family (1995),Comedy,unassigned,00:00:00
313,"Swan Princess, The (1994)",Animation|Children,unassigned,00:00:00
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,unassigned,00:00:00
315,"Specialist, The (1994)",Action|Drama|Thriller,unassigned,00:00:00
316,Stargate (1994),Action|Adventure|Sci-Fi,unassigned,00:00:00
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,unassigned,00:00:00
318,"Shawshank Redemption, The (1994)",Crime|Drama,unassigned,00:00:00
319,Shallow Grave (1994),Comedy|Drama|Thriller,unassigned,00:00:00
320,Suture (1993),Film-Noir|Thriller,unassigned,00:00:00
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,unassigned,00:00:00
322,Swimming with Sharks (1995),Comedy|Drama,unassigned,00:00:00
324,"Sum of Us, The (1994)",Comedy|Drama,unassigned,00:00:00
325,National Lampoon's Senior Trip (1995),Comedy,unassigned,00:00:00
326,To Live (Huozhe) (1994),Drama,unassigned,00:00:00
327,Tank Girl (1995),Action|Comedy|Sci-Fi,unassigned,00:00:00
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,unassigned,00:00:00
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,unassigned,00:00:00
330,Tales from the Hood (1995),Action|Crime|Horror,unassigned,00:00:00
331,Tom & Viv (1994),Drama,unassigned,00:00:00
332,Village of the Damned (1995),Horror|Sci-Fi,unassigned,00:00:00
333,Tommy Boy (1995),Comedy,unassigned,00:00:00
334,Vanya on 42nd Street (1994),Drama,unassigned,00:00:00
335,Underneath (1995),Mystery|Thriller,unassigned,00:00:00
336,"Walking Dead, The (1995)",Drama|War,unassigned,00:00:00
337,What's Eating Gilbert Grape (1993),Drama,unassigned,00:00:00
338,Virtuosity (1995),Action|Sci-Fi|Thriller,unassigned,00:00:00
339,While You Were Sleeping (1995),Comedy|Romance,unassigned,00:00:00
340,"War, The (1994)",Adventure|Drama|War,unassigned,00:00:00
341,Double Happiness (1994),Drama,unassigned,00:00:00
342,Muriel's Wedding (1994),Comedy,unassigned,00:00:00
343,"Baby-Sitters Club, The (1995)",Children,unassigned,00:00:00
344,Ace Ventura: Pet Detective (1994),Comedy,unassigned,00:00:00
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,unassigned,00:00:00
346,Backbeat (1993),Drama|Musical,unassigned,00:00:00
347,Bitter Moon (1992),Drama|Film-Noir|Romance,unassigned,00:00:00
348,Bullets Over Broadway (1994),Comedy,unassigned,00:00:00
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,unassigned,00:00:00
350,"Client, The (1994)",Drama|Mystery|Thriller,unassigned,00:00:00
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,unassigned,00:00:00
352,Crooklyn (1994),Comedy|Drama,unassigned,00:00:00
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,unassigned,00:00:00
354,Cobb (1994),Drama,unassigned,00:00:00
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,unassigned,00:00:00
356,Forrest Gump (1994),Comedy|Drama|Romance|War,unassigned,00:00:00
357,Four Weddings and a Funeral (1994),Comedy|Romance,unassigned,00:00:00
358,Higher Learning (1995),Drama,unassigned,00:00:00
360,I Love Trouble (1994),Action|Comedy,unassigned,00:00:00
361,It Could Happen to You (1994),Comedy|Drama|Romance,unassigned,00:00:00
362,"Jungle Book, The (1994)",Adventure|Children|Romance,unassigned,00:00:00
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,unassigned,00:00:00
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,unassigned,00:00:00
365,Little Buddha (1993),Drama,unassigned,00:00:00
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,unassigned,00:00:00
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,unassigned,00:00:00
368,Maverick (1994),Adventure|Comedy|Western,unassigned,00:00:00
369,Mrs. Parker and the Vicious Circle (1994),Drama,unassigned,00:00:00
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,unassigned,00:00:00
371,"Paper, The (1994)",Comedy|Drama,unassigned,00:00:00
372,Reality Bites (1994),Comedy|Drama|Romance,unassigned,00:00:00
373,Red Rock West (1992),Thriller,unassigned,00:00:00
374,Richie Rich (1994),Children|Comedy,unassigned,00:00:00
375,Safe Passage (1994),Drama,unassigned,00:00:00
376,"River Wild, The (1994)",Action|Thriller,unassigned,00:00:00
377,Speed (1994),Action|Romance|Thriller,unassigned,00:00:00
378,Speechless (1994),Comedy|Romance,unassigned,00:00:00
379,Timecop (1994),Action|Sci-Fi|Thriller,unassigned,00:00:00
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,unassigned,00:00:00
381,When a Man Loves a Woman (1994),Drama|Romance,unassigned,00:00:00
382,Wolf (1994),Drama|Horror|Romance|Thriller,unassigned,00:00:00
383,Wyatt Earp (1994),Western,unassigned,00:00:00
384,Bad Company (1995),Action|Crime|Drama,unassigned,00:00:00
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,unassigned,00:00:00
388,Boys Life (1995),Drama,unassigned,00:00:00
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,unassigned,00:00:00
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,unassigned,00:00:00
391,Jason's Lyric (1994),Crime|Drama,unassigned,00:00:00
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,unassigned,00:00:00
393,Street Fighter (1994),Action|Adventure|Fantasy,unassigned,00:00:00
401,Mirage (1995),Action|Thriller,unassigned,00:00:00
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,unassigned,00:00:00
407,In the Mouth of Madness (1995),Horror|Thriller,unassigned,00:00:00
408,8 Seconds (1994),Drama,unassigned,00:00:00
409,Above the Rim (1994),Crime|Drama,unassigned,00:00:00
410,Addams Family Values (1993),Children|Comedy|Fantasy,unassigned,00:00:00
412,"Age of Innocence, The (1993)",Drama,unassigned,00:00:00
413,Airheads (1994),Comedy,unassigned,00:00:00
414,"Air Up There, The (1994)",Comedy,unassigned,00:00:00
415,Another Stakeout (1993),Comedy|Thriller,unassigned,00:00:00
416,Bad Girls (1994),Western,unassigned,00:00:00
417,Barcelona (1994),Comedy|Romance,unassigned,00:00:00
418,Being Human (1993),Drama,unassigned,00:00:00
419,"Beverly Hillbillies, The (1993)",Comedy,unassigned,00:00:00
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,unassigned,00:00:00
421,Black Beauty (1994),Adventure|Children|Drama,unassigned,00:00:00
422,Blink (1994),Thriller,unassigned,00:00:00
423,Blown Away (1994),Action|Thriller,unassigned,00:00:00
424,Blue Chips (1994),Drama,unassigned,00:00:00
425,Blue Sky (1994),Drama|Romance,unassigned,00:00:00
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,unassigned,00:00:00
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,unassigned,00:00:00
428,"Bronx Tale, A (1993)",Drama,unassigned,00:00:00
429,Cabin Boy (1994),Comedy,unassigned,00:00:00
431,Carlito's Way (1993),Crime|Drama,unassigned,00:00:00
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,unassigned,00:00:00
433,Clean Slate (1994),Comedy,unassigned,00:00:00
434,Cliffhanger (1993),Action|Adventure|Thriller,unassigned,00:00:00
435,Coneheads (1993),Comedy|Sci-Fi,unassigned,00:00:00
436,Color of Night (1994),Drama|Thriller,unassigned,00:00:00
437,Cops and Robbersons (1994),Comedy,unassigned,00:00:00
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,unassigned,00:00:00
439,Dangerous Game (1993),Drama,unassigned,00:00:00
440,Dave (1993),Comedy|Romance,unassigned,00:00:00
441,Dazed and Confused (1993),Comedy,unassigned,00:00:00
442,Demolition Man (1993),Action|Adventure|Sci-Fi,unassigned,00:00:00
443,"Endless Summer 2, The (1994)",Adventure|Documentary,unassigned,00:00:00
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,unassigned,00:00:00
